"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
8002,6839,3576,"KHFD","2011-03-17 13:12:58","evorbach","OK place","Very convenient - nice girl at the counter - line boss was a little rude. Tower guy tried to sandwich me in front of another Cherokee on straight in final - asked me to turn toward the runway from my base leg. I did. Then he complained that I didn't turn enough towards the runway and then gave me a vector - which I followed. If ya want me to turn to a heading - tell me which and I am good - his vector put me on the numbers so my final was never established straight in - more like a 45 degree final. Not a problem really, but he was all pissy that he had to circle the other Cherokee on final - not my bad dude - I was Number 1 - was flying the base leg he told me to fly at an appropriate airspeed for the Arrow - 100MPH."
7999,6836,3059,"FZQA","2011-03-17 08:22:47",,"Fuel Availability","Is JET A fuel available at Lubumbashi?  Any contacts for the fuel at airport?"
7996,6833,3224,"HLLM","2011-03-16 06:23:42",,"Message to the Libyan Airforce Pilots","Defect now!!!
Gadaffi is killing his people. Libya should turn the page of history, now!

A brighter future is coming... defect now!!!"
7995,6832,3227,"LY-0019","2011-03-16 06:23:14",,"Message to the Libyan Airforce Pilots","Defect now!!!
Gadaffi is killing his people. Libya should turn the page of history, now!

A brighter future is coming... defect now!!!"
7994,6831,4605,"HL80","2011-03-16 06:21:48",,"Message to the Libyan Airforce Pilots","Defect now!!!
Gadaffi is killing his people. Libya should turn the page of history, now!

A brighter future is coming... defect now!!!"
7993,6830,3219,"HLGD","2011-03-16 06:21:20",,"Message to the Libyan Airforce Pilots","Defect now!!!
Gadaffi is killing his people. Libya should turn the page of history, now!

A brighter future is coming... defect now!!!"
7988,6824,5293,"ORKK","2011-03-15 08:00:09","ptomblin","re: also has KQTX code","Reply to @thesis: Look what it says on the ""KQ"" header: ""(METAR weather station sites operated by the U.S. Department of Defense)""

In other words, ""KQTX"" isn't the airport, it's the weather station."
7983,6822,3219,"HLGD","2011-03-13 19:16:21",,"re: Military airport","An Libyan Airforce pilot should consider the opportunity to become an national hero by bombing this airport."
7982,6822,3219,"HLGD","2011-03-13 19:12:36",,"Military airport","Looking at the over 50 bunkers, I concluded that this is Libya main military airport.
Regarding the events in 2011 in Libya, once this airport falls in the hands of the rebels, Gadaffi won't last a week."
7981,6440,2882,"FKKD","2011-03-13 18:18:12",,"re: re: SCAMMED BY STARPET MOVERS - Douala, Cameroon","i wish i found this first my son just got scammed by these same people out of 350.00 the deal was to rescue a parot, yet starpet said that the bird had eggs in their care, that the parrot is an endangered speci and that if we don't send money for vet bills and care of the eggs that they will report me and my son to the ASPCA for animal abuse. Im confused and embarrassed at this point i don't care about the money, i don't want animal abuse charges and i'm confused about the existance and where abouts of a parrot named sandi-did she never exist, or is she somewhere being miss treated."
7979,6820,38289,"YCLT","2011-03-13 00:59:10","MarkHowl","Not an Airport","Not an Airport"
7977,6818,26995,"YGLB","2011-03-13 00:56:27","MarkHowl","Goulburn Airport","Two Flight Schools now operating,
Parachute operations also operating."
7974,6809,29398,"DE-0895","2011-03-12 16:51:34","ptomblin","re: Closing all operations","Wikipedia says:
The airport is currently closed to air-traffic, although the concrete paved runway has been designated for use by cargo flights in the event of an emergency. There is an aerospace museum on site."
7973,6815,46650,"ZWBL","2011-03-12 14:23:54","thesis","Warning!","As I say above: no more than the assumption that this airport is assigned code ZWAX.
ICAO ""indicators list"" assign ZWAX to unknown city ""A'xialashankou, China"". There is Alashankou (Ala Shankou) railway station in China located at 45°21′03″N 82°25′27″E.
Some info is here : http://www.sourcejuice.com/1350260/2010/07/11/Alashankou-Bole-Airport-ended-without-Civil-Aviation-Maritime-navigation/"
7970,6812,5065,"NZWP","2011-03-11 21:03:37",,"RNZAF Whenuapai Whenuapai Aviation Sports Club.","They have a Great Flying Club, Some great people passionate about flying. Very handy location to sneak away to for a fly. User friendly runway, needs a packed lunch to get from one side  to the other. Tend to get a bit spoiled for the little narrow ones. Easy to find; bear left a little at the big bridge and look for the big buildings. Watch for the ""big Birds"" tho."
7969,6811,25721,"WI27","2011-03-11 19:45:42",,"New Owner","New Owner-Gary W. & Susan J. Svenningsen- Manager-Josh Svenningsen"
7967,6809,29398,"DE-0895","2011-03-11 14:34:50",,"Closing all operations","As far as I know this airport is completely closed."
7966,6808,333692,"OPIS","2011-03-11 09:18:29",,"new islamabad airport","I have heard the airport is 80% complete and is on course for compleation in the set time scale"
7964,6804,44526,"IQ-0032","2011-03-11 05:41:39","thesis","re: update","Reply to @ptomblin: 

Thanx.
I get the occasional weather reports, such as listed below. In one newsletter mentioned codes KQ?? and OR??. 
Maybe it's really U.S. military base, which is actually located in Iraq, but has a code of a group of KQ?? for administrative reasons?

SAIQ31 KWBC 020400
METAR KQAD NIL=
METAR KQAE 020355Z 31003KT 9999 CLR 10/05 A3009 RMK SLP189=
METAR KQEZ NIL=
METAR KQMG NIL=
METAR KQMH NIL=
METAR KQTO 020355Z 29005KT 9999 FEW005 08/05 A3005 RMK FU FEW005
SLP178=
METAR KQTU 020355Z 03003KT 8000 HZ FEW150 09/06 A3006 RMK SLP182=
METAR KQTW NIL=
METAR KQTX 020355Z VRB02KT 9999 CLR 09/05 A3003 RMK SLP175=
METAR KQTZ 020355Z 26004G13KT 9999 CLR 10/05 A3007 RMK SLP183
    QNH1018MB
WND DATA ESTMD ALSTG/SLP ESTMD=
METAR KQVO NIL=
METAR KQXJ 020355Z 28010KT 9999 CLR 09/02 A3007 RMK SLP177 PA-117
DA-775=
METAR KQXN NIL=
METAR ORBI 020400Z 29006KT CAVOK 09/05 Q1018 NOSIG=
METAR ORER NIL=
-----------------------------------
SAIQ31 KWBC 071100
METAR
KQAD NIL=
METAR KQAE 071055Z 16017G24KT 1000 BLDU VV008 24/00 A2997 RMK SLP149
    =
METAR KQEZ NIL=
METAR KQMG NIL=
METAR KQMH NIL=
METAR KQTO 071055Z 16022G36KT 2400 BLDU SCT000 BKN150 24/M02 A2994 RMK
     PK WND 15037/36 DU SCT000 SLP155=
METAR KQTU 071055Z 15012G19KT 2000 DU BR BKN100 14/03 A3000 RMK
     TWR VIS 1600 SLP159 DA+722 RH49=
METAR KQTW NIL=
METAR KQTX 071055Z 15024G31KT 0800 DS BKN000 OVC090 20/M05 A2995 RMK
     PK WND 14937/35 SLP139=
METAR KQTZ 071055Z 12020G41KT 2000 BLDU OVC010 24/00 A2995 RMK DU
     OVC010 PK WND 12041/44 12041/55 SLP140 QNH1014MB WND DATA ESTMD
     ALSTG/SLP ESTMD=
METAR KQVO NIL=
METAR KQXJ 071055Z 15023G28KT 2600 BLDU SCT015 BKN020 OVC025 28/M01 A3000
     RMK DU SCT015 BKN020 OVC025 SLP159 PA-53 DA+1488=
METAR KQXN NIL=
METAR ORBI NIL=
METAR ORER NIL="
7962,6805,27433,"AU-0668","2011-03-11 00:30:08",,"Looks Like an NDB to me!","Not really an airport"
7961,6804,44526,"IQ-0032","2011-03-10 20:13:51","ptomblin","re: update","Reply to @ptomblin: There seems to be evidence on the net that there is a weather station here with the ICAO code KQMG, but since, as I said, ICAO codes starting with K are reserved for the US, I can only speculate that this is a US armed forces weather station, not an Iraqi one.  Iraqi airports that have ICAO codes have codes that start with ""OR"".  All ICAO airport codes are 4 letters long, and one or two letters of that code designate the country, so airports in the ""lower 48"" contiguous US states that have ICAO codes (not all do, some have local codes) have codes that start with ""K"", airports in Alaska, Hawaii and Puerto Rico have codes that start with ""PA"", ""PH"" and ""TJ"" respectively, Canadian airports have codes that start with ""C"", etc."
7960,6804,44526,"IQ-0032","2011-03-10 19:56:33","ptomblin","re: update","Reply to @thesis: ICAO codes starting with K are only for airports in the US.  Whoever told you this one was KQMG is full of it."
7959,6804,44526,"IQ-0032","2011-03-10 19:38:26","thesis","update","http://www.wxusa.com/wx1/wx.php?config=&forecast=pass&pass=icao_desc&icao=KQMG&dpp=1
this AB has ICAO code KQMG"
7957,6803,4441,"LPBJ","2011-03-10 13:04:40",,"Airline interested in Beja","Has any one heard of any other Airlines interested in flying into Beja?"
7956,6680,5724,"RPUQ","2011-03-10 10:35:19",,"re: It  needs  lighting also!","there should be cheaper flights. considering there are flights in Laoag going to manila for only Php999.
Php2,500.00 is just so expensive."
7955,6778,2882,"FKKD","2011-03-10 08:48:10",,"Scam for Maltese puppy for $150 - Douala, Cameroon","The Maltese  Puppy has been vet checked by our veterinarian and the health guaranteed, so the Maltese Puppy has been approved for shipment. The flight has not been activated,pending approval, we would get the flight activated as soon as we get confirmation that the One Hundred And Fifty  Dollars(150$) is paid You will have to make this payments to the following account and using the process which we have provided below since our accounts are under auditions and we do not accept bank transfers.You would have to make this payments to us via any Wal-Mart Western Union transfer service  .Payments is done only to the Director incharge of flights  schedule.The Director's
information you would need for the payments is as follows,
 
Name    :  Akuma Dalle Denilson
Country:  Cameroon
State    :  Victoria island
City       :  Victoria
Zip Code:  00237
Amount    150$
 
When paying this money you will need a test question and answer
make it to be the following
 
Test Question: When?
Answer:            Now
 
The flight information and the flight tracking number as well as
the Air bill number would be giving to you after we  get the flight activated,
this would depend on when we get the confirmation for the payments.
You are expected to reply to us as soon as you can so that we can get the flight activated.
We do not keep pets for very long periods at our service,so we always advice customers to comply as soon as possible.
 
 
GENERAL MANAGER,                 
Dr LEE LEE ROY
       
                          STAY TO ENJOY  THE SERVICES OF ANIMAILERS PETS
                                                        TRAVEL AGENCY"
7954,6802,3237,"HRYR","2011-03-10 08:19:20",,"airport conditions","The airport is very simple to navigate within...it's clean...security and customs staff are polite...departures area has a small lounge with tv...sound is a bit loud, but not really an issue...there is a small shop to purchase duty free...bathroom facilities are available and have always been clean and generally functioning...upon arrivals, fill out the 'entry' card...have 60 U.S. available to pay for your visa...that's if you are arriving from a country that requires a visa for entry into Rwanda...my arrivals and departures have all been on time or within 15 min of scheduled timings...even the one before Christmas 2010 from Amsterdam....there is a small vip lounge...basically, from my experiences to date, it's a decent facility...just be patient and relax..."
7951,6799,28374,"CAA9","2011-03-09 14:53:43",,"Sproat Lake","Home of Coulson Flying Tankers, the largest water bombers on the planet"
7946,6794,1258,"CKY8","2011-03-08 12:50:43",,"re: I loooooooove it","D: Noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo...oooooooooo."
7945,6794,1258,"CKY8","2011-03-08 12:49:26",,"re: I loooooooove it","Yeah, I stole your cat, and it's now a coat !"
7944,6794,1258,"CKY8","2011-03-08 12:48:58",,"re: I loooooooove it","Are you the one who stole my cat ?!?!?!?!?!?! It's been missing for years. I loved that cat, it was my life and I want it back !"
7943,6794,1258,"CKY8","2011-03-08 12:47:47",,"I loooooooove it","Hi, my name is...yep, you guessed it, Arkayla, just like the airport ! I am a girl (duh) and it's pretty awesome that you guys dedicated this airport to me. So that means I'm fly ! :D 

But any who, I don't want to waste your time while you read this, but while I'm here; Fabian is a b****."
7942,6793,26789,"WARR","2011-03-08 09:27:15","sesnawi","my home","my home sweet home"
7939,6790,29689,"VEBA","2011-03-08 01:52:14",,"for ojt","I am Pradeep kumar Behera..i have completed diploma in electrical engg. and AME course .i am searching ojt .please provide information.Id-pradeep_kumaraviator@yahoo.in"
7936,6787,39060,"SACN","2011-03-07 22:47:50",,"error","Ascochinga is a golf club, not airport. 
ICAO code SACN is obsoleted and replaced by SAAC
it is ""Comodoro Pierrestegui"" airport near Concordia, Entre Ríos
IATA code: COC
location: 31°17'49""S (-31.296943), 57°59'48""W (-57.996630)"
7934,6785,4952,"MYRD","2011-03-07 11:00:58",,"Ragged Island / Duncan Town airport","I landed at Duncan town on 2/26/2011 with a RV-6 aircraft.  I was pleasantly surprised to see brand new pavement on the runway on its full length.  Very nice people on the island.  Check in with the Police station as you get there to stamp your Transire.  
Silvertail restaurant is available on request.  Accomodations can be arranged easily with Maxine Wallace 242-225-9641 or 242-344-1526. 
Great place to free dive and relax.  

Chris Rouleau

cfjrouleau@hotmail.com."
7929,6780,15070,"8NC8","2011-03-06 13:17:13",,"Private: need permission to land.","Owners are NOT friendly.
BEWARE!!"
7927,6778,2882,"FKKD","2011-03-04 23:46:44",,"re: re: re: SCAMMED BY STARPET MOVERS - Douala, Cameroon","There is Nelly Peters and Alex Lee who have emailed me over a Yorkie puppy. They gave me the starpet movers website but to begin with it was internationalpetcarrier@fastservice.com. They are out of cleveland ohio. Their email addresses are nelly_peters16@ymail.com and alex.lee21@live.com."
7926,3208,1897,"CYSB","2011-03-04 22:36:20",,"re: Learning to fly at Sudbury Aviation - 1967.","Hello Dave;
Its your old friend Philip Fortin send me a message at pjfortin@telus.net."
7924,6776,3229,"HLNF","2011-03-04 16:04:45",,"Libyan uprising","I have been to this airport, while it is close to the oil refinary it is not worth dying for. It should have just been put out of use."
7916,6768,1328,"CNP3","2011-03-02 16:13:31",,"ARNPRIOR, COPA Flight 33, Established: 1986","ARNPRIOR, COPA Flight 33, Established: 1986"
7900,6758,4242,"LFTW","2011-02-28 11:11:25",,"Navy is aout","French Navy was left this airport in 2011"
7892,6751,3002,"FVCP","2011-02-27 04:44:16","TOY","Customs and Immigration","Customs are sporadic but there was no immigration! I only had a voice on the other end of the telephone who told me to leave my details on a piece of paper and shove it under the door!! It made me most uncomfortable not having my passport stamped although she was adamant that aircrew did not need to have their passports stamped!! Fuel is available pay cash and in USD."
7889,6748,27130,"YSBK","2011-02-26 20:53:35",,"Where else to go and practice/learn how to fly???","I am a student pilot as well - learning helicopters. Now I suppose we could have an airport in the middle of nowhere, but how do you get there?? Bankstown isn't close (I live near the City), but certainly closer than Camden. I mean, this is Australia and we fly here. So... where else to go???"
7886,6745,12242,"5A5","2011-02-26 10:36:41","david","Won court battle","This airport just won a lengthy court battle to stay open, but there are some restrictions on takeoffs and landings.  See http://www.aviationcadet.com/SWFrestrictions.html for details."
7876,6735,26542,"VIAX","2011-02-26 09:16:33",,"re: transport sevice for doaba","hissar"
7873,6732,5724,"RPUQ","2011-02-25 04:42:42",,"inquiry","did the flight push thru???"
7872,6731,31055,"FAOR","2011-02-25 04:16:07",,"flights to Tripoli","Please could someone advise what to do about my reservation to Paris via Tripoli on Air Afriquiyah next week?  are the flights still going? Most grateful, dont know who to ask"
7869,6728,333692,"OPIS","2011-02-24 02:49:52",,"re: New Islamabad International Airport","panoramio.com/user/2416167  checkout this website for some pictures"
7868,6728,333692,"OPIS","2011-02-24 02:37:41",,"re: New Islamabad International Airport","Does anyone know who to ask or any contacts in Fateh Jang, Rawalpindi or Islamabad abou thte sirport progress ?

Thanks.

Tahir     shahtx2@yahoo.couk"
7867,5766,333692,"OPIS","2011-02-24 02:35:43",,"re: New Islamabad International Airport","Reply to @shahid:

I am also intersted to know what is progress of this airport. SOmeone PLS do reply and say how far the construction has come to. Also what problems are happening.       I purchsed land in Fatima Town near the airport hoping to sell as soon. I am shahtx2@yahoo.co.uk if anyone is interested. Thanks Tahir."
7866,6727,4441,"LPBJ","2011-02-23 09:18:30",,"Weekly Flights","Sunvil are doing a weekly charter flight from Heathrow to Beja (and return) starting on 22/05/2011 - it is possible to book seat only"
7865,6726,4441,"LPBJ","2011-02-23 08:21:28",,"Beja Airport","i have just booked an holiday through Sunvil and there are flights on Sunday's from London Heathrow (BMI & B/A) will
be flying from there."
7864,6725,26918,"YBSU","2011-02-23 06:20:11",,"i looking for mechanic job","Good day!!
 
i am very interest in your company..so, everyday i check your company homepage... 
and i send my cv to you...now, i live in springwood brisbane..if you have just apprenticeship position, i like it ...it is very good for me to advance my career... 
i look forward to hearing from you as soon as possible  (my email : kr172chs@hotmail.com)
 
sincerely, 
 
cho"
7863,6724,26897,"YBAF","2011-02-23 06:15:49",,"i looking for mechanic job","Good day!!
i am very interest in your company..so, everyday i check your company homepage.. 
and i send my cv to you...now, i live in springwood brisbane..if you have just apprenticeship position, i like it ...it is very good for me to advance my career...
i look forward to hearing from you as soon as possible
 
sincerely, 
 
cho"
7859,4834,851,"CEG3","2011-02-22 10:55:08",,"re: fly in","The next fly in is June 5 2011"
7858,6721,27451,"YCEM","2011-02-22 02:03:28",,"Updated Details.","Elevation - 280'
CTAF - 119.1
Circuits - Quite wide and all to the East at 1500'
Fly neighbourly procedures apply
Prior permission to operate required - +61 3 9736 1406"
7857,6720,4441,"LPBJ","2011-02-21 15:32:41",,"opening of the airport","i was thinking of going on a holiday to the region and the tour operator has advised me that BMI will start flying to Beja on Sundays from Heathrow"
7856,6719,3438,"KCAE","2011-02-21 14:33:22","lampe71","FBO","Have stopped several times at Eagle Aviation.  They are always friendly and helpful."
7846,6709,41653,"KG-0014","2011-02-21 11:18:28",,"Airlines Services from Kerben","REGULAR:

KERBEN, KG–Kerben — BISHKEK, KG–Manas FRU
Airline: Kyrgyzstan (QH). Non-Stop. Aircraft: AN4

SEASONAL/CHARTER:
KERBEN, KG–Kerben — OSH, KG–Internatinal OSS
Airline: Kyrgyzstan (QH). Non-Stop. Aircraft: AN4"
7845,6708,46647,"UAFZ","2011-02-21 11:16:18",,"Airline Services from Kazarman","REGULAR:
KAZARMAN, KG–Kazarman — BISHKEK, KG–Manas FRU

SEASONAL:
KAZARMAN, KG–Kazarman — JALAL-ABAD, KG–REGIONAL JBD
Airline: Kyrgyzstan (QH). Non-Stop. Aircraft: AN4"
7844,6707,3549,"UA30","2011-02-21 11:14:02",,"Airline Services from Batken","REGULAR:

BATKEN, KG–Regional — BISHKEK, KG–Manas FRU
Airline: Kyrgyzstan (QH). Non-Stop. Aircraft: AN4"
7843,6706,46646,"UAFI","2011-02-21 11:11:52",,"Airlines Services from Isfana","REGULAR:
ISFANA, KG–Isfana — BISHKEK, KG–Manas FRU
With Avia Traffic Company (Z7). Non-Stop. Aircraft: AN4."
7842,6705,41534,"KG-0001","2011-02-21 11:09:02",,"Airline Services from Jalal-Abad","REGULAR:
JALAL-ABAD, KG–Regional JBD — BISHKEK, KG–Manas FRU
Daily with Kyrgyzstan (QH). Non-Stop. Aircraft: AN4

SEASONAL/CHARTER:
JALAL-ABAD, KG–Regional JBD — KAZARMAN, KG–Kazarman
JALAL-ABAD, KG–Regional JBD — TAMCHY, KG–Issyk-Kul"
7838,6703,2582,"ENKJ","2011-02-19 17:56:21","dypen","Airports I have been to.","Kjeller Airport"
7837,6702,2708,"ESST","2011-02-19 17:55:16","dypen","Airports I have been to.","Torsby Airport"
7834,6699,4441,"LPBJ","2011-02-18 15:06:29",,"Who will fly there from the UK","Has anyone any information will regards to who will fly into Beja?, can't wait for this airport to open and give this part of Portugal the reconition it deserves, instead of the Algarve. Roll on the opening dates, Come on."
7831,6696,43869,"UA-0006","2011-02-18 00:08:28",,"Zaputannja.","Chu bude sze dijuzum Air Base Kornych ??... 
Chu e v  plani stvorennja novogo aviapolka v Kornuzi ??.."
7830,6695,21296,"KUMP","2011-02-17 23:45:07",,"History of Indianapolis Metropolitan Airport","The airport was built by a farmer on his farm in 1960.  He ran a fixed base operation, including a flight school and a Piper dealership.  He fought battles over zoning, neighbor complaints, and the city of Indianapolis wanting to take over ownership, which they did in 1967.  Read the history in 175 pages and over 200 photos.  Available on Lulu.com."
7820,6685,5724,"RPUQ","2011-02-16 21:02:22",,"Hello guys.","Hello guys... Is Vigan Airport the First airport in Northern Luzon? When it was established? Dr. Rabena of UNP, Do you have some info regarding this pls?"
7815,6681,5724,"RPUQ","2011-02-16 12:02:24",,"Flight schedule","Can  we  know the  flights  schedules of SEAIR?   Thanks  it  has been  advertized  in the  SEAIR  website.  More  info please.  MAny  passengers  and tourists  are  interested.  Is  it  daily  or  thrice a  week?    More  power SEAIR!  Welcome to Vigan!  This  is  Dr. Alfredo  Rabena."
7814,6680,5724,"RPUQ","2011-02-16 11:58:09",,"It  needs  lighting also!","Yes,  I suggest  the  lighting  s  that  it  will  be  functional  night and day  and   I  believe  a  control  tower  for  wider  navigation.  This was  the  first  airport  in the  north."
7813,6679,5724,"RPUQ","2011-02-16 11:52:46",,"Upgraded  already!","I  have seen to  be  capable  of  handling  flights already. It is well  paved,  secured  with a  perimeter  fence  all around the  airport.   There  was  commercial  before  prior to  the upgrading  and  we heard  of SEAIR  coming  ! First  flight is Feb. 25, 2011!   Thanks !   This  airport serves  llocos Norte,  Abra,  La Union and Ilocos Sur.  There is  no  airport  in Abra, just  20 min away  from  Vigan. I wll  be AN ECONOMIC  EVENT  to watch  because  of the  commercial  flights."
7812,6678,4535,"LTBL","2011-02-16 11:51:43","maverickk_85","LTBL","ÇĞLİ 2. ANA JET ÜS"
7811,6677,4564,"LTFB","2011-02-16 11:50:58","maverickk_85","LTFB","EFES HAVAALANI/SELÇUK"
7810,6676,4534,"LTBK","2011-02-16 11:50:15","maverickk_85","LTBK","GAZİEMİR 3. KARAHAVACILIK ALAYI"
7809,6675,4533,"LTBJ","2011-02-16 11:49:05","maverickk_85","LTBJ","ADNAN MENDERES HAVAALANI"
7804,6670,37243,"BR-2840","2011-02-16 03:54:06","pitica","O LUGAR MAIS LINDO QUE VIVE","ola meu  DEUS É MESMO A FAZENDA ONDE VIVE COM MEUS PAIS.NO ANO DE 1993. QUEM
ERA O DONO DR.JOSÉ FERNANDO GULLO.QUE SAUDADES DO MARCELO SILVANA ,OS BOIS FAMOSOS
CAMPESTRE AINDA DE O GARDÃO HEHEH MANDE RESPOSTA OBRIGADO BJS"
7801,6667,35144,"VVDH","2011-02-15 16:30:31","ptomblin","re: Correct location of airport marker","I've moved the marker."
7800,6667,35144,"VVDH","2011-02-15 16:04:11",,"Correct location of airport marker","The location of the marker is incorrect.  The correct location of the airport is northwest of the location shown.  The Long/Lat of the airport, according to Wikipedia, is 17 30 54N, 106 35 26E."
7798,6665,24171,"PN64","2011-02-15 12:12:33",,"Landing","Land north and take off south."
7797,6664,27451,"YCEM","2011-02-15 01:44:13",,"Coldstream Traffic","I was there today, but did not spot the bright green aircraft! Winston"
7790,6657,32680,"MH-WTE","2011-02-13 22:51:44",,"3/23/1944","My dad was at Wotje on March 23, 1944 - the day I was born.  Sure would love visit there some day!

J. A. Finucane

Litchfield, CT"
7787,6654,2476,"EGSS","2011-02-13 08:56:24",,"Runway Designation","FYI, EGSS runways have for the past 1 year plus been redesignated 04/22."
7786,6653,30801,"HRYI","2011-02-12 11:32:23","rotrhd1","Rough runway","The runway is asphalt but it is very rough with groves. There isn't a fence around the aerodrome and people, especially children, frequently cross the runway and run toward the aircraft wanting either a ride or some money. A fairly nice and clean hotel is across the street from the apron and serves a great buffet meal for a very reasonable price. Butare itself looks like a very clean and interesting town site with a visible Catholic Church influence."
7785,6652,26571,"VIPK","2011-02-12 08:17:30",,"wowwwww","it was really awesum..."
7783,6650,20667,"KNY0","2011-02-11 20:17:18","evorbach","Little Bakery","Nice airstrip. FBO is kind of not much, but there is a great little bakery on the airport. Grandma's? Anyway - great hot coffee and good fresh baked goods. They are going to start serving breakfast as well, but even if they don't - I would go back."
7780,5407,5690,"PH-0681","2011-02-11 11:08:07",,"re: Legaspi City International Airport","I am confused on the location of the Legazpi international airport, I believe it is not located in legazpi but in Daraga. The map shown is the existing domestic airport, who put this here ? be sure of what you are doing ha!!!!"
7779,6647,46642,"CA-0454","2011-02-11 01:57:05","9731Mechanical","Runway","Asphalt surface,2000',080-260. East end slopes up."
7773,6638,2882,"FKKD","2011-02-10 11:47:48",,"re: these assholes scammers","PLEASE REMEMBER:  ALL OFFERS OF PETS FROM CAMEROON AFRICA ARE SCAMS, WITHOUT EXCEPTIONS!"
7769,6638,2882,"FKKD","2011-02-09 15:08:23",,"these assholes scammers","i also was almost scam dont do it"
7767,5766,333692,"OPIS","2011-02-09 08:29:08","shahid","re: New Islamabad International Airport","We will post new photographs in another day or so"
7766,5766,333692,"OPIS","2011-02-09 07:16:46",,"re: New Islamabad International Airport","Reply to @shahid: 

Dear Shahid Sb
Asalam o Alakuam 
I Heard that You have latest pictures of New Islamabad Airport Runways.Do you Share with us on hcs Site.

Thank You"
7765,6636,2832,"FARG","2011-02-09 04:04:50",,"skydive Rustenburg","sounds so great, i cant wait to do it! a lil chicken though but here I come..whoop whoop"
7764,6635,21787,"MA44","2011-02-08 18:50:51",,"Keep your eyes open for 4 footed friends","You need permission in advanced to land at Trade Wind, but when you do keep in mind it's now known as a dog park and heavily populated with dogs and kids running all over the runways. 6/24 is active and 15/33 is now only used as a taxi way, but there is one aircraft in the last surviving hangar on the property."
7761,6632,4441,"LPBJ","2011-02-08 07:56:45",,"Scheduled Opening???","Think I am little late in jumping on this bandwagon but having been doing research on different areas in Portugal, got quiet excited and enthused when I found a piece about a new airport at Beja with an opening date of Spring 2011.  Having read all the comments about delays and missed deadlines, feeling slightly deflated!!!  This would be an excellent opportunity to bring tourists into an unknown and beautiful area of Portugal - however's decision it is, just make it, there is so much obvious support and need."
7759,6630,46512,"IN-0025","2011-02-08 00:18:08",,"ayodhya airport is a pre. gift for thr citizens.","this is very good thinking of our gov. to give us this gift as helicharter service and pilot training in our holly city ayodhya."
7758,6491,41186,"FACR","2011-02-07 15:14:25",,"re: GERAASBESOEDELING - VLIEGTUIG - Naweke raas die Johannes","Luister vriend, Eugene Potgieter HET nie n vliegtuig nie. Hy is net n lid van die JSC klub. Sy besigheid en jou boring lewe het NIKS met die valskerm klub te doen nie. Kry n lewe, verkieslik in n ander dorp. Is daar nie al genoeg in die plaaslike koerant verduidelik aan jou dat die klub nie aan Potgieter behoort nie. As jy dit nie kan verstaan nie, is dit dalk waar wat hulle oor sekere spier..... ag toemaar, as jy nie kan verstaan wat in die koerante is nie, mors ek my tyd.

Gaan Gym of iets, jy mis alles!
P.s. Jy gee n nuwe betekenis aan die woord ongelooflik - gaan weg."
7752,6625,2882,"FKKD","2011-02-06 21:30:36",,"re: pet scammer","i also got scammed by this person about tina a white cockatoo bird in cameroon"
7750,6623,21162,"KT67","2011-02-06 09:14:22",,"Rio Concho","They don't even do the Burgers anymore since this past summer restaurant has been shut down."
7744,6617,24924,"TN08","2011-02-05 22:56:04","W4DY","I Learned to Fly Here","Variously called Atomic Airport, Oak Ridge, Oliver Springs Inc. and Oliver Springs International."
7743,6616,20938,"KRKW","2011-02-05 22:52:20","W4DY","Home Base","On the edge of teh Cumberland Plateau."
7740,6613,18748,"US-11500","2011-02-05 19:41:30","n8dm","Closed","This is the airport where I learned to fly.  There's some court activity to return it to active status, but for now it's closed, and somebody dug a ditch across the runway, Mayor Daley style... :-("
7739,6612,918,"CEY3","2011-02-05 15:17:44",,"Ft Macleod aerodrome of 1943","My dad, NLHead, flew out of this aerodrome, in 1943 in an Avro Anson, and Cessna Crane as well as the North American Harvard. I would like more pictures, information about this airport at that time. it was an important time in history. I flew out of it too as a 14 year old. very interesting, intensive time of life, which i now treasure as i look back in time.
N. Lawrence head"
7733,6440,2882,"FKKD","2011-02-05 11:23:38",,"re: re: SCAMMED BY STARPET MOVERS - Douala, Cameroon","we sent money to mr.johnson in ohio it was a scam said only have to pay 250.00 then this moring they said they need 680.00 more for insurance and special crate just contact the columbus ohio police gave them name and numbers and sent them all emails"
7732,6593,2882,"FKKD","2011-02-05 11:14:25",,"re: hmmm","we were scamed today"
7730,6606,19228,"KACB","2011-02-04 14:47:18",,"Cross winds most of the time","Runways 02 -20 usually have crosswinds."
7729,6605,30707,"VNBP","2011-02-04 13:08:28",,"Elevation of Bharatpur Airport","The elevation is about 600ft above MSL."
7728,6604,2212,"EDDF","2011-02-04 11:42:53",,"busyness","it is busyy"
7727,6603,4411,"LLBG","2011-02-04 10:03:30",,"BGN","Kosher by all means"
