"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft"
233462,27070,"YMNG",6650,148,"ASP",1,0,"05",-36.893438,145.173005,457,55,,"23",-36.882733,145.191388,463,235,
233463,27070,"YMNG",4793,98,"ASP",1,0,"18",-36.882764,145.190013,463,189,,"36",-36.895743,145.18744,466,9,
259036,27789,"YMNK",2690,,"X",0,0,"18",,,,,,"36",,,,,
259037,27790,"YMNN",3211,,"N",0,0,"13",,,,,,"31",,,,,
259038,38487,"YMNO",2952,,"X",0,0,"04",,,,,,"22",,,,,
259039,27791,"YMNP",2952,,"C",0,0,"01",,,,,,"19",,,,,
259040,27791,"YMNP",2460,,"C",0,0,"10",,,,,,"28",,,,,
259041,38488,"YMNS",4265,,"N",0,0,"11",,,,,,"29",,,,,
259042,38489,"YMNT",3608,,"N",0,0,"09",,,,,,"27",,,,,
259044,38490,"YMNW",1968,,"L",0,0,"07",,,,,,"25",,,,,
259043,38490,"YMNW",6233,,"X",0,0,"16",,,,,,"34",,,,,
259045,27792,"YMNX",3937,,"L",0,0,"01",,,,,,"19",,,,,
259046,27793,"YMNY",3608,,"C",0,0,"11",,,,,,"29",,,,,
259047,38491,"YMOE",3280,,"C",0,0,"01",,,,,,"19",,,,,
233535,27071,"YMOG",2953,98,"PER",1,0,"04",-28.117799758911133,117.83499908447266,1332,36,,"22",-28.1112003326416,117.83999633789062,1345,216,
233536,27071,"YMOG",5906,98,"PER",1,0,"16",-28.10700035095215,117.83599853515625,1354,161,,"34",-28.122299194335938,117.84200286865234,1325,341,
259048,27795,"YMOM",3937,,"N",0,0,"04",,,,,,"22",,,,,
259050,27796,"YMOO",4724,,"C",0,0,"05",,,,,,"23",,,,,
259051,27796,"YMOO",2887,,"C",0,0,"14",,,,,,"32",,,,,
233450,27072,"YMOR",5292,98,"ASP",1,0,"01",-29.50629997253418,149.84300231933594,697,17,,"19",-29.492399215698242,149.84800720214844,701,197,
233451,27072,"YMOR",3205,60,"GVL",0,0,"05",-29.50079917907715,149.83700561523438,690,58,,"23",-29.496200561523438,149.84500122070312,696,238,
259052,31890,"YMOT",3937,,"G",0,0,"14",,,,,,"32",,,,,
259053,27798,"YMOU",5249,,"X",0,0,"16",,,,,,"34",,,,,
259054,27799,"YMPA",4475,,"C",0,0,"17",,,504,,,"35",,,490,,
233172,27073,"YMPC",3730,148,"CON",0,0,"04",-37.9364013671875,144.74600219726562,9,49,,"22",-37.92959976196289,144.75599670410156,9,229,
233173,27073,"YMPC",3497,148,"GRS",0,0,"08",,,,90,,"26",,,,270,
233174,27073,"YMPC",4508,148,"CON",1,0,"17",-37.924198150634766,144.7530059814453,13,175,,"35",-37.936500549316406,144.7550048828125,8,355,
259055,31943,"YMQA",2952,,"N",0,0,"12",,,,,,"30",,,,,
259056,38493,"YMRA",7217,,"B",0,0,"18",,,,,,"36",,,,,
233324,27074,"YMRB",5000,98,"ASP",1,0,"16",-22.051300048828125,148.0749969482422,729,171,,"34",-22.065000534057617,148.07699584960938,770,351,
259057,27803,"YMRE",4422,,"X",0,0,"04",,,,,,"22",,,,,
259058,38494,"YMRS",2624,,"N",0,0,"09",,,,,,"27",,,,,
259059,27804,"YMRT",4038,,"C",0,0,"09",,,,,,"27",,,,,
259061,27805,"YMRW",3034,,"X",0,0,"09",,,886,,,"27",,,886,,
259060,27805,"YMRW",5298,,"X",0,0,"14",,,,,,"32",,,,,
260309,27805,"YMRW",,,"UNK",0,0,"15",,,886,,,"33",,,886,,
233502,27075,"YMRY",2713,60,"GVL",0,0,"04",-35.90380096435547,150.13999938964844,12,57,,"22",-35.899600982666016,150.1479949951172,11,237,
233503,27075,"YMRY",4997,98,"ASP",1,0,"18",-35.88880157470703,150.1479949951172,14,192,,"36",-35.90230178833008,150.14500427246094,13,12,
259062,27806,"YMSF",3205,,"C",0,0,"12",,,,,,"30",,,,,
259063,38495,"YMSK",3280,,"N",0,0,"12",,,,,,"30",,,,,
259064,27808,"YMSP",3772,,"N",0,0,"04",,,,,,"22",,,,,
259066,38496,"YMSS",2296,,"N",0,0,"04",,,,,,"22",,,,,
259065,38496,"YMSS",3280,,"N",0,0,"13",,,,,,"31",,,,,
323388,322846,"YMST",4011,285,"Dirt",0,0,"05",-21.6264705657959,117.07594299316406,,,,"23",-21.620779037475586,117.08607482910156,,,
323389,322846,"YMST",4454,131,"Dirt",0,0,"11",-21.62089729309082,117.07469940185547,,,,"29",-21.62645149230957,117.0864028930664,,,
259068,27809,"YMTA",2296,,"S",0,0,"09",,,,,,"27",,,,,
259067,27809,"YMTA",3280,,"S",0,0,"18",,,,,,"36",,,,,
259069,27810,"YMTB",3608,,"X",0,0,"04",,,,,,"22",,,,,
259071,38497,"YMTC",3444,,"N",0,0,"06",,,,,,"24",,,,,
259070,38497,"YMTC",3937,,"N",0,0,"18",,,,,,"36",,,,,
536344,507498,"YMTG",2776,,"ASP",0,0,"06",,,,,,"24",,,,,
536343,507498,"YMTG",3025,,"ASP",0,0,"11",,,,,,"29",,,,,
536342,507498,"YMTG",5394,,"ASP",0,0,"18",,,,,,"36",,,,,
233524,27077,"YMTI",4987,98,"PER",1,0,"09",-16.660499572753906,139.16299438476562,31,98,,"27",-16.662500381469727,139.177001953125,31,278,
233525,27077,"YMTI",2480,59,"GVL",0,0,"12",-16.656700134277344,139.16200256347656,,135,,"30",-16.66189956665039,139.16700744628906,,315,
233185,27078,"YMTO",4301,100,"ASP",1,0,"16",-24.8843994140625,151.11099243164062,,170.2,,"34",-24.896099090576172,151.11300659179688,,350.2,
259073,38498,"YMTW",2296,,"N",0,0,"10",,,,,,"28",,,,,
259072,38498,"YMTW",3608,,"N",0,0,"15",,,,,,"33",,,,,
259074,27812,"YMTX",4921,,"N",0,0,"15",,,,,,"33",,,,,
259075,27813,"YMTZ",5125,45,"Dirt",0,0,"04",,,,45,,"22",,,,225,
259076,27814,"YMUA",3608,,"G",0,0,"02",,,,,,"20",,,,,
259077,31970,"YMUC",3608,,"X",0,0,"08",,,,,,"26",,,,,
259078,27815,"YMUE",3937,,"X",0,0,"08",,,,,,"26",,,,,
259079,31925,"YMUG",3444,,"X",0,0,"17",,,,,,"35",,,,,
259081,38499,"YMUJ",4330,,"X",0,0,"12",,,,,,"30",,,,,
259082,31974,"YMUK",3280,,"C",0,0,"12",,,,,,"30",,,,,
233088,27079,"YMUL",3750,59,"ASP",1,0,"05",,,42,48,,"23",,,56,228,
233089,27079,"YMUL",2930,59,"GRE",0,0,"09",,,56,93,,"27",,,56,273,
259083,38500,"YMUP",3280,,"N",0,0,"09",,,,,,"27",,,,,
259084,27816,"YMUR",2624,,"G",0,0,"18",,,,,,"36",,,,,
259085,27817,"YMUX",6271,115,"Dirt",0,0,"09",,,,,,"27",,,,,
259086,27817,"YMUX",3178,83,"Dirt",0,0,"18",,,,,,"36",,,,,
259088,38502,"YMVH",3280,,"X",0,1,"05",,,,,,"23",,,,,
259090,27818,"YMVM",1640,,"N",0,0,"07",,,,,,"25",,,,,
259089,27818,"YMVM",5249,,"N",0,0,"18",,,,,,"36",,,,,
259091,27819,"YMVN",5003,,"G",0,0,"04",,,,,,"22",,,,,
259092,38503,"YMVY",2624,,"G",0,0,"09",,,,,,"27",,,,,
259093,27821,"YMWA",4721,,"X",0,0,"05",,,,,,"23",,,,,
259095,38504,"YMWO",3280,,"N",0,0,"06",,,,,,"24",,,,,
259094,38504,"YMWO",3937,,"N",0,0,"15",,,,,,"33",,,,,
259097,27825,"YMWT",3280,,"S",0,0,"08",,,,,,"26",,,,,
259096,27825,"YMWT",4068,,"S",0,0,"15",,,,,,"33",,,,,
259098,27826,"YMWX",2798,,"N",0,0,"13",,,,,,"31",,,,,
233500,27080,"YMYB",2904,98,"GRS",1,0,"12",-25.51180076599121,152.71200561523438,31,129,,"30",-25.516799926757812,152.718994140625,36,309,
233501,27080,"YMYB",5207,98,"ASP",1,0,"17",-25.506399154663086,152.71299743652344,30,174,,"35",-25.520599365234375,152.71400451660156,38,354,
259099,27827,"YMYH",3805,,"X",0,0,"14",,,,,,"32",,,,,
259100,38505,"YMYI",4757,,"X",0,0,"13",,,,,,"31",,,,,
259101,38506,"YMYR",3280,,"X",0,0,"09",,,,,,"27",,,,,
259102,27828,"YMYT",4035,,"C",0,0,"01",,,,,,"19",,,,,
259103,38507,"YMYV",3280,,"N",0,0,"11",,,,,,"29",,,,,
259104,38508,"YMYW",3280,,"S",0,0,"15",,,,,,"33",,,,,
259105,27829,"YMYY",3280,,"S",0,0,"06",,,,,,"24",,,,,
259106,27830,"YMZI",3608,,"N",0,0,"06",,,,,,"24",,,,,
259107,27830,"YMZI",2952,,"N",0,0,"14",,,,,,"32",,,,,
259108,27831,"YNAB",5249,,"B",0,0,"10",,,,,,"28",,,,,
259109,27832,"YNAN",3608,,"N",0,0,"05",,,,,,"23",,,,,
259110,27833,"YNAP",3474,,"C",0,0,"14",,,,,,"32",,,,,
233389,27081,"YNAR",3346,98,"GVL",0,0,"05",-34.70370101928711,146.50900268554688,471,53,,"23",-34.69810104370117,146.51800537109375,469,233,
233390,27081,"YNAR",5302,98,"ASP",1,0,"14",-34.69329833984375,146.5050048828125,469,144,,"32",-34.705101013183594,146.51600646972656,470,324,
259112,38509,"YNAU",2296,,"XUG",0,0,"10",,,,,,"28",,,,,
259111,38509,"YNAU",3280,,"XUG",0,0,"18",,,,,,"36",,,,,
233360,27082,"YNBR",3980,98,"GRS",0,0,"09",-30.313499450683594,149.8249969482422,730,95,,"27",-30.31450080871582,149.83700561523438,786,275,
233361,27082,"YNBR",5000,98,"ASP",1,0,"18",-30.31410026550293,149.8280029296875,741,193,,"36",-30.327499389648438,149.82400512695312,716,13,
259113,27834,"YNCD",3280,,"X",0,0,"04",,,,,,"22",,,,,
259114,27834,"YNCD",2624,,"X",0,0,"13",,,,,,"31",,,,,
259115,27835,"YNCS",2952,,"C",0,0,"13",,,,,,"31",,,,,
259116,27836,"YNDG",2657,,"XUG",0,0,"04",,,,,,"22",,,,,
259117,27836,"YNDG",2985,,"XUG",0,0,"13",,,,,,"31",,,,,
259119,38510,"YNDR",2460,,"N",0,0,"04",,,,,,"22",,,,,
259118,38510,"YNDR",3280,,"N",0,0,"11",,,,,,"29",,,,,
259121,27837,"YNDS",3280,,"S",0,0,"06",,,,,,"24",,,,,
259120,27837,"YNDS",3937,,"S",0,0,"09",,,,,,"27",,,,,
259123,38511,"YNES",3280,,"N",0,0,"07",,,,,,"25",,,,,
259122,38511,"YNES",3937,,"N",0,0,"13",,,,,,"31",,,,,
259124,27838,"YNGB",2624,,"G",0,0,"02",,,,,,"20",,,,,
233432,27083,"YNGU",5020,59,"ASP",1,0,"11",-14.720600128173828,134.74099731445312,40,115,,"29",-14.726300239562988,134.75399780273438,33,295,
233560,27084,"YNHL",3281,60,"ASP",1,0,"09",-36.30979919433594,141.64199829101562,428,103,,"27",-36.31169891357422,141.65199279785156,449,283,
233561,27084,"YNHL",3615,98,"GRS",1,0,"18",-36.30699920654297,141.6439971923828,444,187,,"36",-36.316898345947266,141.64199829101562,421,7,
259126,27839,"YNHP",3543,50,"Dirt",0,0,"06",,,,,,"24",,,,,
259127,32007,"YNHS",2952,,"G",0,0,"02",,,,,,"20",,,,,
259128,38513,"YNHV",3605,,"X",0,0,"13",,,,,,"31",,,,,
259130,27840,"YNIC",3937,,"N",0,0,"08",,,,,,"26",,,,,
259129,27840,"YNIC",5479,,"N",0,0,"12",,,,,,"30",,,,,
259131,38514,"YNIG",3280,,"G",0,0,"08",,,,,,"26",,,,,
259133,38515,"YNIN",3280,,"G",0,0,"03",,,,,,"21",,,,,
259132,38515,"YNIN",2788,,"G",0,0,"15",,,,,,"33",,,,,
259134,38516,"YNKA",4593,,"X",0,0,"16",,,,,,"34",,,,,
259135,27841,"YNMN",3280,,"S",0,0,"17",,,,,,"35",,,,,
259136,27842,"YNNT",4921,,"C",0,0,"09",,,,,,"27",,,,,
259137,38517,"YNOC",328,,"C",0,0,"08",,,,,,"26",,,,,
259138,27843,"YNOF",2624,,"N",0,0,"16",,,,,,"34",,,,,
259140,38518,"YNON",3280,,"X",0,0,"03",,,,,,"21",,,,,
259139,38518,"YNON",3280,,"X",0,0,"12",,,,,,"30",,,,,
259142,27844,"YNOO",1476,,"X",0,0,"09",,,,,,"27",,,,,
259141,27844,"YNOO",2788,,"C",0,0,"18",,,,,,"36",,,,,
330897,330896,"YNOV",6562,99,"ASP",1,0,"06",,,962,59,,"24",,,932,239,
259143,38519,"YNPA",4593,,"N",0,0,"17",,,,,,"35",,,,,
259144,27846,"YNPB",2887,,"C",0,0,"12",,,,,,"30",,,,,
259145,27847,"YNPD",2624,,"X",0,0,"01",,,,,,"19",,,,,
233112,26898,"YNPE",5462,98,"ASP",1,0,"13",-10.939800262451172,142.44900512695312,31,137,,"31",-10.950799942016602,142.45899963378906,19,317,
259146,38520,"YNPU",3274,,"X",0,0,"05",,,,,,"23",,,,,
259148,27848,"YNRB",2952,,"N",0,0,"01",,,,,,"19",,,,,
259147,27848,"YNRB",3444,,"X",0,0,"08",,,,,,"26",,,,,
233248,27085,"YNRC",3668,98,"GRE",1,0,"02",-36.98830032348633,140.7239990234375,161,27,,"20",-36.97919845581055,140.72999572753906,164,207,
233249,27085,"YNRC",3438,60,"ASP",1,0,"08",-36.980899810791016,140.7169952392578,161,84,,"26",-36.97990036010742,140.72900390625,164,264,
259150,27849,"YNRG",4101,,"Sealed",1,0,"10",,,,,,"28",,,,,
259149,27849,"YNRG",3937,,"Sealed",0,0,"18",,,,,,"36",,,,,
259152,38521,"YNRL",3182,,"C",0,0,"02",,,,,,"20",,,,,
259151,38521,"YNRL",3592,,"C",0,0,"06",,,,,,"24",,,,,
233408,27086,"YNRM",3609,148,"ASP",0,0,"04",-32.21839904785156,148.2209930419922,780,54,,"22",-32.21260070800781,148.22999572753906,780,234,
233409,27086,"YNRM",4990,98,"ASP",1,0,"11",-32.21229934692383,148.21800231933594,776,121,,"29",-32.21950149536133,148.2310028076172,782,301,846
333623,332497,"YNRN",4407,164,"Dirt",0,0,"05",-25.684640884399414,150.8540802001953,,,,"23",-25.67737579345703,150.86480712890625,,,
259153,27850,"YNRR",4593,,"X",0,0,"07",,,,,,"25",,,,,
233098,27087,"YNRV",5512,98,"PER",1,0,"06",-33.80179977416992,120.19999694824219,193,58.9,,"24",-33.79399871826172,120.21600341796875,209,238.9,
233099,27087,"YNRV",3927,98,"GVL",0,0,"14",-33.793399810791016,120.20700073242188,200,138.6,,"32",-33.80149841308594,120.21499633789062,193,318.6,
259154,27851,"YNSH",3280,,"X",0,0,"11",,,,,,"29",,,,,
259155,27852,"YNSM",4960,,"C",0,0,"01",,,,,,"19",,,,,
259156,27852,"YNSM",3405,,"C",0,0,"04",,,,,,"22",,,,,
259157,27853,"YNTM",4494,,"B",0,0,"14",,,,,,"32",,,,,
233240,27088,"YNTN",5499,98,"ASP",1,0,"14",-17.68079948425293,141.06700134277344,28,146,,"32",-17.693500518798828,141.0760040283203,72,326,
259158,27854,"YNUB",3608,,"L",0,0,"10",,,,,,"28",,,,,
259159,38522,"YNUD",4593,,"X",0,0,"14",,,,,,"32",,,,,
259160,38523,"YNUE",3280,,"S",0,0,"16",,,,,,"34",,,,,
259161,27855,"YNUL",4002,,"SU",0,0,"14",,,,,,"32",,,,,
233522,27089,"YNUM",4331,59,"PER",1,0,"15",-14.264399528503418,135.71200561523438,31,151,,"33",-14.274700164794922,135.71800231933594,31,331,
259162,27856,"YNVE",2798,,"G",0,0,"04",,,,,,"22",,,,,
259163,27857,"YNVL",1499,,"G",0,0,"13",,,,,,"31",,,,,
259166,38527,"YNWL",2296,,"S",0,0,"05",,,,,,"23",,,,,
259165,38527,"YNWL",3608,,"C",0,0,"17",,,,,,"35",,,,,
233272,27090,"YNWN",6798,98,"ASP",1,0,"05",-23.423799514770508,119.79499816894531,1724,56,,"23",-23.41320037841797,119.81099700927734,1712,236,
259167,38528,"YNWT",3605,,"N",0,0,"07",,,,,,"25",,,,,
259168,27858,"YNYG",3608,,"S",0,0,"09",,,,,,"27",,,,,
259169,27859,"YNYM",3500,,"N",0,0,"13",,,,,,"31",,,,,
233158,27091,"YNYN",5390,98,"ASP",1,0,"05",-31.554399490356445,147.1959991455078,568,59,,"23",-31.546899795532227,147.2100067138672,566,239,
233159,27091,"YNYN",3484,98,"GRS",0,0,"18",-31.544599533081055,147.2010040283203,568,193,,"36",-31.55389976501465,147.197998046875,566,13,
259170,27860,"YNYP",4494,,"S",0,0,"10",,,,,,"28",,,,,
259171,38529,"YOAD",6561,,"S",0,0,"15",,,,,,"33",,,,,
259172,38530,"YOAP",3904,,"X",0,0,"06",,,,,,"24",,,,,
259173,30484,"YOAS",2788,,"G",0,0,"08",,,,,,"26",,,,,
259174,30484,"YOAS",2788,,"G",0,0,"18",,,,,,"36",,,,,
259175,38531,"YODA",3937,,"S",0,0,"10",,,,,,"28",,,,,
259176,27862,"YODL",4921,,"N",0,0,"09",,,,,,"27",,,,,
259177,27862,"YODL",3608,,"N",0,0,"18",,,,,,"36",,,,,
233519,27092,"YOEN",4331,98,"PER",1,0,"12",-12.322600364685059,133.0019989013672,30,119,,"30",-12.328300476074219,133.01199340820312,30,299,
302352,301307,"YOI",4915,141,"gravel",0,0,"11",,,,,,"29",,,,,
259178,27863,"YOIT",4593,,"N",0,0,"07",,,,,,"25",,,,,
259179,27864,"YOKE",3280,,"X",0,0,"11",,,,,,"29",,,,,
259180,38532,"YOKV",4593,,"S",0,0,"18",,,,,,"36",,,,,
555584,27865,"YOLA",2788,33,"asphalt",0,0,"09",-38.285334,143.670625,,,,"27",-38.286502,143.680572,,,
233288,27093,"YOLD",6102,98,"ASP",1,0,"07",-30.486845016479492,136.8668670654297,343,64,,"25",-30.481246948242188,136.8851318359375,318,244,
259181,27866,"YOLW",5249,,"Sealed, grooved.",1,0,"03",,,,,,"21",,,,,
259182,27866,"YOLW",3257,,"X",0,0,"12",,,23,,,"30",,,3,,
259183,27867,"YOMI",4921,,"S",0,0,"04",,,,,,"22",,,,,
259184,27867,"YOMI",2624,,"S",0,0,"13",,,,,,"31",,,,,
259185,38533,"YOMO",2624,,"G",0,0,"13",,,,,,"31",,,,,
259187,27869,"YOOD",4488,,"N",0,0,"04",,,,,,"22",,,,,
259186,27869,"YOOD",4215,,"S",0,0,"13",,,368,,,"31",,,368,,
259188,38534,"YOOK",4691,,"X",0,0,"09",,,,,,"27",,,,,
259189,38534,"YOOK",4461,,"X",0,0,"17",,,,,,"35",,,,,
233311,27094,"YOOM",5636,98,"ASP",1,0,"12",-28.09429931640625,140.1909942626953,143,127,,"30",-28.103599548339844,140.2050018310547,124,307,
259190,27870,"YOOO",3608,,"X",0,0,"12",,,,,,"30",,,,,
259191,38535,"YORA",3116,,"G",0,0,"04",,,,,,"20",,,,,
259192,38535,"YORA",1968,,"G",0,0,"13",,,,,,"31",,,,,
259193,27871,"YORB",3740,,"S",0,0,"07",,,79,,,"25",,,94,,
233250,27095,"YORG",2559,98,"GRS",0,0,"04",-33.37739944458008,149.1230010986328,3112,52,,"22",-33.373199462890625,149.12899780273438,3087,232,
233251,27095,"YORG",5499,98,"ASP",1,0,"11",-33.377498626708984,149.12399291992188,3099,125,,"29",-33.38629913330078,149.13800048828125,3115,305,
259194,38536,"YORL",5511,,"X",0,0,"15",,,,,,"33",,,,,
259195,27872,"YORR",3740,,"N",0,0,"15",,,,,,"33",,,,,
259196,38537,"YORT",3149,,"N",0,0,"14",,,,,,"32",,,,,
259198,32087,"YORV",3198,,"G",0,0,"09",,,,,,"27",,,,,
259197,32087,"YORV",3503,,"G",0,0,"18",,,,,,"36",,,,,
259199,38538,"YORW",4265,,"X",0,0,"05",,,,,,"23",,,,,
247727,27873,"YOSB",6550,75,"ASP",0,0,"12",,,,,,"30",,,,,
259200,27874,"YOTN",2624,,"N",0,0,"14",,,,,,"32",,,,,
259201,38539,"YOUN",3937,,"N",0,0,"10",,,,,,"28",,,,,
259202,38540,"YOUY",3280,,"X",0,0,"09",,,,,,"27",,,,,
602879,602878,"YP1",20,20,"Asphalt/Concrete",0,0,"H1",,,,,,,,,,,
259203,38541,"YPAC",3280,,"B",0,0,"02",,,,,,"20",,,,,
233332,27096,"YPAD",10171,148,"ASP",1,0,"05",-34.9585,138.516998,14,50,492,"23",-34.940601,138.542999,20,230,
233333,27096,"YPAD",5420,148,"ASP",1,0,"12",-34.9412,138.522003,14,123,,"30",-34.949402,138.537003,14,303,
233369,27097,"YPAG",5413,98,"ASP",1,0,"15",-32.49810028076172,137.71099853515625,56,159,,"33",-32.512001037597656,137.71800231933594,45,339,
233073,27098,"YPAM",3730,59,"COP",1,0,"14",-18.751100540161133,146.5780029296875,20,142.7,20,"32",-18.75909996032715,146.5850067138672,16,322.7,16
259205,27876,"YPAY",4015,,"S",0,0,"13",,,,,,"31",,,,,
259206,38542,"YPBH",3608,,"G",0,0,"09",,,,,,"27",,,,,
259207,38542,"YPBH",2099,,"G",0,0,"18",,,,,,"36",,,,,
233338,27099,"YPBO",6995,148,"ASP",1,0,"06",-23.175500869750977,117.73699951171875,1374,65,,"24",-23.167400360107422,117.75599670410156,1405,245,
235263,27100,"YPCC",7999,148,"ASP",1,0,"15",-12.181900024414062,96.8279037475586,5,149,,"33",-12.200799942016602,96.83940124511719,7,329,
259208,27877,"YPCE",3454,,"X",0,0,"06",,,164,,,"24",,,164,,
259210,27878,"YPCH",2500,,"G",0,0,"06",,,,,,"24",,,,,
259209,27878,"YPCH",2952,,"X",0,0,"18",,,,,,"36",,,,,
318037,316782,"YPCM",4668,161,"Dirt",0,0,"16",-11.75539779663086,130.87831115722656,,,,"34",-11.76922607421875,130.8834228515625,,,
259211,38543,"YPCS",5249,,"L",0,0,"03",,,,,,"21",,,,,
259212,38543,"YPCS",1476,,"L",0,0,"07",,,,,,"25",,,,,
318110,316610,"YPDA",4104,75,"Grass",0,0,"16",,,,,,"34",,,,,
259213,27879,"YPDI",3608,,"S",0,0,"15",,,,,,"33",,,,,
233105,27101,"YPDN",11004,197,"ASP",1,0,"11",-12.40939998626709,130.86500549316406,96,109,,"29",-12.41919994354248,130.8939971923828,81,289,
233106,27101,"YPDN",5000,98,"ASP",1,0,"18",-12.40880012512207,130.87100219726562,96,180,,"36",-12.422599792480469,130.87100219726562,91,360,
259214,32173,"YPDO",3280,,"L",0,0,"09",,,,,,"27",,,,,
259215,38544,"YPDY",3280,,"N",0,0,"16",,,,,,"34",,,,,
233457,27102,"YPEA",5548,148,"ASP",1,0,"05",-31.672300338745117,116.00900268554688,114,45,,"23",-31.661500930786133,116.02100372314453,150,225,
233459,27102,"YPEA",8002,148,"ASP",1,0,"18L",-31.662399291992188,116.01399993896484,119,174,,"36R",-31.68429946899414,116.01699829101562,111,354,
233458,27102,"YPEA",5712,98,"ASP",0,0,"18R",-31.668800354003906,116.01300048828125,128,173,,"36L",-31.68440055847168,116.01499938964844,108,353,
233320,27103,"YPED",6437,150,"GRS",1,0,"04",-34.71120071411133,138.61599731445312,51,48,,"22",-34.69929885864258,138.6320037841797,66,228,
233321,27103,"YPED",8399,150,"ASP",1,0,"18",-34.69449996948242,138.6179962158203,60,189,,"36",-34.71739959716797,138.61300659179688,52,9,
259218,27881,"YPEF",2494,,"G",0,0,"15",,,,,,"33",,,,,
259217,27881,"YPEF",4265,,"G",0,0,"18",,,,,,"36",,,,,
259219,27882,"YPFT",2998,,"N",0,0,"12",,,,,,"30",,,,,
259220,27882,"YPFT",2500,,"N",0,0,"18",,,2684,,,"36",,,2701,,
354807,38545,"YPGH",3396,65,"Dirt",0,0,"09",,,,,,"27",,,,,
259221,38545,"YPGH",3280,,"N",0,1,"18",,,,,,"36",,,,,
233127,27104,"YPGV",7244,148,"ASP",1,0,"13",-12.262800216674805,136.80999755859375,192,130,,"31",-12.275699615478516,136.8249969482422,172,310,
259222,27883,"YPID",3220,59,"Gravel",0,0,"04",,,,,,"22",,,,,
259223,27884,"YPIN",3510,,"N",0,0,"05",,,,,,"23",,,,,
233211,27105,"YPIR",2205,98,"GRS",1,0,"03",-33.24100112915039,137.9980010986328,,41,,"21",-33.23649978637695,138.0030059814453,,221,
233212,27105,"YPIR",3422,98,"ASP",1,0,"08",-33.23809814453125,137.99099731445312,40,90,,"26",-33.23809814453125,138.0019989013672,40,270,
233213,27105,"YPIR",3507,98,"GRE",1,0,"17",-33.23509979248047,137.99099731445312,40,180,,"35",-33.24470138549805,137.99099731445312,40,360,
259224,38546,"YPIX",4265,,"X",0,0,"14",,,,,,"32",,,,,
259225,38546,"YPIX",3608,,"X",0,0,"18",,,,,,"36",,,,,
259226,27886,"YPJI",4593,,"X",0,0,"09",,,,,,"27",,,,,
259227,27886,"YPJI",3280,,"X",0,0,"14",,,,,,"32",,,,,
233286,27106,"YPJT",4569,98,"ASP",1,0,"06L",-32.10060119628906,115.8740005493164,94,54,390,"24R",-32.093299865722656,115.88600158691406,94,234,479
233285,27106,"YPJT",3773,59,"ASP",0,0,"06R",-32.10089874267578,115.87699890136719,95,54,,"24L",-32.09479904174805,115.88700103759766,94,234,
233287,27106,"YPJT",4948,98,"ASP",1,0,"12",-32.099949,115.872482,94,114,,"30",-32.105579,115.887024,94,294,
233329,27107,"YPKA",7480,148,"ASP",1,0,"08",-20.714025497436523,116.76470947265625,30,83,,"26",-20.71173858642578,116.78643798828125,20,263,
259228,38547,"YPKE",3608,,"S",0,0,"04",,,,,,"22",,,,,
233349,27108,"YPKG",6562,148,"ASP",1,0,"11",-30.788299560546875,121.45500183105469,1203,110,,"29",-30.794599533081055,121.4739990234375,1147,290,
233350,27108,"YPKG",3936,59,"ASP",1,0,"18",-30.781400680541992,121.46199798583984,1166,185,,"36",-30.792200088500977,121.46099853515625,1187,5,
259229,27887,"YPKH",2296,,"G",0,0,"18",,,,,,"36",,,,,
259230,38548,"YPKI",2755,,"N",0,0,"03",,,,,,"21",,,,,
259231,38548,"YPKI",1804,,"N",0,0,"14",,,,,,"32",,,,,
259232,27888,"YPKL",2624,,"B",0,0,"03",,,,,,"21",,,,,
233315,27109,"YPKS",5525,148,"ASP",1,0,"04",-33.13719940185547,148.2310028076172,1029,55,,"22",-33.128501892089844,148.2449951171875,1067,235,
233316,27109,"YPKS",5322,98,"ASP",0,0,"11",-33.12480163574219,148.22999572753906,1033,124,,"29",-33.133201599121094,148.2449951171875,1069,304,568
233518,27110,"YPKT",4626,59,"ASP",1,0,"16",-14.243499755859375,129.5279998779297,,161,,"34",-14.255599975585938,129.53199768066406,,341,
233370,27111,"YPKU",6000,98,"ASP",1,0,"12",-15.773858070373535,128.70169067382812,141,119,,"30",-15.781999588012695,128.7169952392578,144,299,
233429,27112,"YPLC",4918,98,"ASP",1,0,"01",-34.61259841918945,135.8769989013672,9,17,,"19",-34.599700927734375,135.88099670410156,21,197,
233430,27112,"YPLC",4183,98,"GVL",0,0,"05",-34.607398986816406,135.875,21,58,,"23",-34.601200103759766,135.88699340820312,13,238,
233431,27112,"YPLC",4757,98,"GVL",1,0,"15",-34.599098205566406,135.875,36,154,,"33",-34.610801696777344,135.8820037841797,9,334,
259233,27890,"YPLG",3412,,"C",0,0,"17",,,,,,"35",,,,,
259234,27891,"YPLI",2998,,"G",0,0,"09",,,,,,"27",,,,,
259235,38549,"YPLL",5249,,"X",0,0,"08",,,,,,"26",,,,,
233511,27113,"YPLM",9997,148,"ASP",1,0,"18",-22.219999313354492,114.09100341796875,13,184,,"36",-22.247400283813477,114.08899688720703,19,4,
